"name","pointx_class","lat","lon","poi_class","Entertainment","Gambling","Sports","id"
"Tennis Court",4240305,51.4501923681519,-0.247893457589234,"Sports",0,0,1,6114
"Tennis Court",4240305,51.4267217094446,-0.231112662920914,"Sports",0,0,1,6115
"Tennis Court",4240305,51.6176477229768,-0.160863227029721,"Sports",0,0,1,6116
"Tennis Court",4240305,51.5819867010975,-0.134258593158459,"Sports",0,0,1,6117
"Tennis Court",4240305,51.5760635923761,-0.131614777204263,"Sports",0,0,1,6118
"Tennis Court",4240305,51.6123463636135,-0.150822703825191,"Sports",0,0,1,6119
"Tennis Court",4240305,51.6195370421287,-0.16839970691644,"Sports",0,0,1,6120
"Tennis Court",4240305,51.5799414148165,-0.187946902965666,"Sports",0,0,1,6121
"Tennis Court",4240305,51.5805511125501,-0.191328895668549,"Sports",0,0,1,6122
"Tennis Court",4240305,51.5285512621056,-0.156295942857976,"Sports",0,0,1,6123
"Tennis Court",4240305,51.6559522686462,-0.0557549340927164,"Sports",0,0,1,6124
"Tennis Court",4240305,51.6289709960831,-0.108910081331797,"Sports",0,0,1,6125
"Tennis Court",4240305,51.5966164668112,-0.0366321567434031,"Sports",0,0,1,6126
"Tennis Court",4240305,51.6272044824118,0.0140583789190847,"Sports",0,0,1,6127
"Tennis Court",4240305,51.6389158642992,0.0528178149068706,"Sports",0,0,1,6128
"Templars Lawn Tennis Club",4240305,51.5782538148886,-0.200411551171331,"Sports",0,0,1,6129
"Tennis Court",4240305,51.3010558077089,-0.395723964615499,"Sports",0,0,1,6130
"Tennis Court",4240305,51.3211587276691,-0.341822350652628,"Sports",0,0,1,6131
"Tennis Court",4240305,51.3455491795639,-0.527061635073186,"Sports",0,0,1,6132
"Tennis Court",4240305,51.3364049879779,-0.433567450329287,"Sports",0,0,1,6133
"Tennis Court",4240305,51.4178519244952,-0.235079310846697,"Sports",0,0,1,6134
"Tennis Court",4240305,51.3602233119717,-0.379164951012625,"Sports",0,0,1,6135
"Tennis Court",4240305,51.335742265916,-0.541013788106521,"Sports",0,0,1,6136
"Tennis Court",4240305,51.3449940825813,-0.454654687379957,"Sports",0,0,1,6137
"Tennis Court",4240305,51.3422578245268,-0.435492895031387,"Sports",0,0,1,6138
"Tennis Court",4240305,51.3385179817808,-0.445023815072033,"Sports",0,0,1,6139
"Tennis Court",4240305,51.5513732178674,-0.16311908797383,"Sports",0,0,1,6140
"Tennis Court",4240305,51.55798484464,-0.192209855722717,"Sports",0,0,1,6141
"Tennis Court",4240305,51.5578170824088,-0.191827004900743,"Sports",0,0,1,6142
"Tennis Court",4240305,51.5572010366478,-0.185706026422868,"Sports",0,0,1,6143
"Tennis Court",4240305,51.4454434084273,-0.0895338205088125,"Sports",0,0,1,6144
"Tennis Court",4240305,51.441719523935,-0.0702632615092914,"Sports",0,0,1,6145
"Tennis Court",4240305,51.4420539061779,-0.0698174742387114,"Sports",0,0,1,6146
"Tennis Court",4240305,51.6261880968998,-0.0117764883930397,"Sports",0,0,1,6147
"Tennis Court",4240305,51.5886520560845,0.079611319889673,"Sports",0,0,1,6148
"Tennis Court",4240305,51.6335860244805,0.030944692812231,"Sports",0,0,1,6149
"Tennis Court",4240305,51.6319808872821,0.0865779563476809,"Sports",0,0,1,6150
"Tennis Court",4240305,51.6331725916975,0.0863147411590562,"Sports",0,0,1,6151
"Tennis Court",4240305,51.6275114015113,0.0805066873891301,"Sports",0,0,1,6152
"Tennis Court",4240305,51.5269834907602,-0.127151701386972,"Sports",0,0,1,6153
"Tennis Court",4240305,51.4324291973217,-0.132948940487017,"Sports",0,0,1,6154
"Tennis Court",4240305,51.4349287837032,-0.134055566627226,"Sports",0,0,1,6155
"Tennis Court",4240305,51.3284280890806,-0.381276599763589,"Sports",0,0,1,6156
"Tennis Court",4240305,51.3636781227247,-0.361187771798301,"Sports",0,0,1,6157
"Tennis Court",4240305,51.4041089550979,-0.365105709581756,"Sports",0,0,1,6158
"Tennis Court",4240305,51.4414977557206,0.0651774897670769,"Sports",0,0,1,6159
"Tennis Court",4240305,51.4283210851853,-0.0670300796763521,"Sports",0,0,1,6160
"Sports Court",4240293,51.4210948345098,-0.0034304016028251,"Sports",0,0,1,6161
"Tennis Court",4240305,51.4193844345726,-0.0304293636430247,"Sports",0,0,1,6162
"Tennis Court",4240305,51.3403107948313,-0.0918266079351614,"Sports",0,0,1,6163
"Tennis Court",4240305,51.3400859955899,-0.0912759930750441,"Sports",0,0,1,6164
"Tennis Court",4240305,51.5265364752562,-0.126751972856868,"Sports",0,0,1,6165
"Tennis Court",4240305,51.6351537636593,0.100278757818948,"Sports",0,0,1,6166
"Tennis Court",4240305,51.441098931685,-0.178151830614366,"Sports",0,0,1,6167
"Tennis Court",4240305,51.3016005243371,0.0309026147579404,"Sports",0,0,1,6168
"Tennis Court",4240305,51.3372645294315,0.0038793162484398,"Sports",0,0,1,6169
"Tennis Court",4240305,51.3040981273444,-0.0732438769876618,"Sports",0,0,1,6170
"Tennis Court",4240305,51.4723736859807,-0.175754245361052,"Sports",0,0,1,6171
"Tennis Court",4240305,51.4964986790215,-0.198317295734235,"Sports",0,0,1,6172
"Tennis Court",4240305,51.4852431544332,-0.135804795382682,"Sports",0,0,1,6173
"Tennis Court",4240305,51.4991935564616,-0.189955525968655,"Sports",0,0,1,6174
"Tennis Court",4240305,51.4817731946031,-0.186339136884215,"Sports",0,0,1,6175
"Tennis Court",4240305,51.3886195232376,-0.451503994432469,"Sports",0,0,1,6176
"Tennis Court",4240305,51.3794126775586,-0.413290192232257,"Sports",0,0,1,6177
"Tennis Court",4240305,51.3213329935087,-0.125609159992749,"Sports",0,0,1,6178
"Tennis Court",4240305,51.3214749477271,-0.125488558322788,"Sports",0,0,1,6179
"Tennis Court",4240305,51.3332544973251,0.130682202162759,"Sports",0,0,1,6180
"Tennis Court",4240305,51.3525563463103,-0.423581506119023,"Sports",0,0,1,6181
"Tennis Court",4240305,51.359954889875,-0.444269309448043,"Sports",0,0,1,6182
"Tennis Court",4240305,51.3557212094599,-0.434948147750296,"Sports",0,0,1,6183
"Tennis Court",4240305,51.4419153247432,-0.405757979597384,"Sports",0,0,1,6184
"Tennis Court",4240305,51.4038088211985,-0.560227435425251,"Sports",0,0,1,6185
"Tennis Court",4240305,51.3584662874713,-0.555559576598579,"Sports",0,0,1,6186
"Tennis Court",4240305,51.3830199250493,-0.54214081954111,"Sports",0,0,1,6187
"Tennis Court",4240305,51.4205868904041,-0.307721271837493,"Sports",0,0,1,6188
"Tennis Court",4240305,51.4506152986255,-0.307906517651555,"Sports",0,0,1,6189
"Tennis Court",4240305,51.3369890804527,-0.125587965411693,"Sports",0,0,1,6190
"Tennis Court",4240305,51.3953683538038,-0.0162521773194129,"Sports",0,0,1,6191
"Tennis Court",4240305,51.6274125638127,0.166501066110835,"Sports",0,0,1,6192
"Tennis Court",4240305,51.6591331299029,0.177990531429213,"Sports",0,0,1,6193
"Tennis Court",4240305,51.6537180113186,0.264576048122023,"Sports",0,0,1,6194
"Tennis Court",4240305,51.6400456270683,0.269401317429963,"Sports",0,0,1,6195
"Cranleigh Lawn Tennis Club",4240305,51.4036602695327,-0.200688623276969,"Sports",0,0,1,6196
"Tennis Court",4240305,51.4585886527789,-0.315197580059855,"Sports",0,0,1,6197
"Tennis Court",4240305,51.4457557144768,-0.265202434077668,"Sports",0,0,1,6198
"Tennis Court",4240305,51.3680457473401,-0.342456598540194,"Sports",0,0,1,6199
"Sheen Lawn Tennis and Squash Club",4240305,51.4585664213011,-0.271050378080789,"Sports",0,0,1,6200
"New Malden Lawn Tennis Club",4240305,51.3930958137059,-0.256127065589472,"Sports",0,0,1,6201
"Tennis Court",4240305,51.3545877516091,-0.169938170994766,"Sports",0,0,1,6202
"Tennis Court",4240305,51.3453863296383,-0.141830343311139,"Sports",0,0,1,6203
"Tennis Court",4240305,51.3067313652087,-0.191541188327248,"Sports",0,0,1,6204
"Tennis Court",4240305,51.5530991934512,-0.0608217801383945,"Sports",0,0,1,6205
"Kenton Cricket and Lawn Tennis Club",4240305,51.5899773847084,-0.305981599998363,"Sports",0,0,1,6206
"Harrow Baptist Tennis Club",4240305,51.5832621012933,-0.329325552101192,"Sports",0,0,1,6207
"North Harrow Tennis Club",4240305,51.5860257345786,-0.35885864749149,"Sports",0,0,1,6208
"Ravenscroft Lawn Tennis Club",4240305,51.6540354973995,-0.210060992309883,"Sports",0,0,1,6209
"Parkside Lawn Tennis Club",4240305,51.5590806354374,-0.317271503271925,"Sports",0,0,1,6210
"Hartswood Lawn Tennis Club",4240305,51.4993374454679,-0.24858836801751,"Sports",0,0,1,6211
"Oakleigh Park Lawn Tennis and Squash Club",4240305,51.6289775556249,-0.1683084612689,"Sports",0,0,1,6212
"Tennis Court",4240305,51.4527526127757,0.246324439154156,"Sports",0,0,1,6213
"Tennis Court",4240305,51.4526016927019,0.246691265713368,"Sports",0,0,1,6214
"Tennis Court",4240305,51.6134454674091,0.207594707410169,"Sports",0,0,1,6215
"Tennis Court",4240305,51.5413568928814,0.249344471805508,"Sports",0,0,1,6216
"Tennis Court",4240305,51.5855058817995,0.261369784268184,"Sports",0,0,1,6217
"Tennis Court",4240305,51.5510405569452,-0.0987725873293894,"Sports",0,0,1,6218
"Sports Court",4240293,51.5251824485038,-0.108499415431004,"Sports",0,0,1,6219
"Tennis Court",4240305,51.5558568805577,0.0997394748816448,"Sports",0,0,1,6220
"Tennis Court",4240305,51.532007738316,0.0901925705016762,"Sports",0,0,1,6221
"Tennis Court",4240305,51.565248131588,0.0243628082473106,"Sports",0,0,1,6222
"Tennis Court",4240305,51.5118555663702,0.0601720795917715,"Sports",0,0,1,6223
"Sports Court",4240293,51.4627849848406,-0.0471900842812834,"Sports",0,0,1,6224
"Tennis Court",4240305,51.5419821492133,0.0441834799077746,"Sports",0,0,1,6225
"Elmwood Tennis Club",4240305,51.5348870434887,-0.231983645255662,"Sports",0,0,1,6226
"Gloucester Lawn Tennis Club",4240305,51.6464442589142,-0.183012724146027,"Sports",0,0,1,6227
"Tennis and Squash Courts",4240305,51.5288259744588,-0.174435738542658,"Sports",0,0,1,6228
"Tennis and Country Club",4240305,51.3572128814188,-0.122162852837733,"Sports",0,0,1,6229
"Tennis and Squash Club",4240305,51.3944230483806,0.0175166991631561,"Sports",0,0,1,6230
"Tennis Court",4240305,51.5778514599135,-0.558054088355051,"Sports",0,0,1,6231
"Tennis Court",4240305,51.6555955200431,-0.404372269983006,"Sports",0,0,1,6232
"Tennis Court",4240305,51.6084668249225,-0.508921866106972,"Sports",0,0,1,6233
"Tennis Court",4240305,51.6388783527648,-0.516075181940265,"Sports",0,0,1,6234
"Tennis Court",4240305,51.6371957886786,-0.401578794313493,"Sports",0,0,1,6235
"Tennis Court",4240305,51.6603230178961,-0.195499259078299,"Sports",0,0,1,6236
"Tennis Court",4240305,51.5908644438878,-0.542166816987448,"Sports",0,0,1,6237
"Tennis Court",4240305,51.5850017624882,-0.526332606073294,"Sports",0,0,1,6238
"Tennis Court",4240305,51.5538931888125,0.266624657243918,"Sports",0,0,1,6239
"Tennis Court",4240305,51.4788523378158,0.129612517742747,"Sports",0,0,1,6240
"Sports Court",4240293,51.4813149815682,-0.154379320314106,"Sports",0,0,1,6241
"Tennis Courts",4240305,51.3711661496974,-0.458385512350882,"Sports",0,0,1,6242
"Tennis Courts",4240305,51.4289199600547,-0.332616225480146,"Sports",0,0,1,6243
"Tennis Courts",4240305,51.4480482401001,-0.32011879191526,"Sports",0,0,1,6244
"Tennis Court",4240305,51.4176009799273,-0.542608578718954,"Sports",0,0,1,6245
"Tennis Court",4240305,51.4051780482649,-0.223547402883595,"Sports",0,0,1,6246
"Tennis Court",4240305,51.5721886852785,-0.500816143610681,"Sports",0,0,1,6247
"Tennis Court",4240305,51.50346693665,-0.260807162048508,"Sports",0,0,1,6248
"Tennis Court",4240305,51.4423383940573,-0.0696184115196832,"Sports",0,0,1,6249
"Tennis Court",4240305,51.3664307444601,0.0735067342278154,"Sports",0,0,1,6250
"Tennis Courts",4240305,51.4467129267089,-0.350201248957122,"Sports",0,0,1,6251
"Tennis Court",4240305,51.6285918800237,-0.333772458039647,"Sports",0,0,1,6252
"Tennis Courts",4240305,51.3225550769095,-0.197147652810474,"Sports",0,0,1,6253
"Tennis Courts",4240305,51.4153005112937,-0.217416991675043,"Sports",0,0,1,6254
"Tennis Court",4240305,51.6296248761023,0.0296407149590425,"Sports",0,0,1,6255
"Tennis Court",4240305,51.6286042166906,0.0873332874046504,"Sports",0,0,1,6256
"Tennis Courts",4240305,51.4149648472024,-0.16249463607926,"Sports",0,0,1,6257
"Tennis Courts",4240305,51.484353508063,-0.411983803540199,"Sports",0,0,1,6258
"Tennis Court",4240305,51.2904147427222,0.193312162313792,"Sports",0,0,1,6259
"Tennis Courts",4240305,51.3964258179709,-0.104025841131298,"Sports",0,0,1,6260
"Tennis Courts",4240305,51.3888800286868,-0.350011212909048,"Sports",0,0,1,6261
"Tennis Courts",4240305,51.5031927989117,-0.172982009514022,"Sports",0,0,1,6262
"Tennis Courts",4240305,51.4483121801869,-0.320339365491332,"Sports",0,0,1,6263
"Tennis Courts",4240305,51.4219004071447,-0.367361905502022,"Sports",0,0,1,6264
"Tennis Courts",4240305,51.5838444374926,-0.551831120456302,"Sports",0,0,1,6265
"Tennis Courts",4240305,51.5854803287956,-0.185012799131063,"Sports",0,0,1,6266
"Tennis Courts",4240305,51.5330130049925,-0.340061681304042,"Sports",0,0,1,6267
"Tennis Courts",4240305,51.6097572128505,-0.29273836383732,"Sports",0,0,1,6268
"Tennis Courts",4240305,51.4440718392815,0.0655670481010145,"Sports",0,0,1,6269
"Tennis Courts",4240305,51.4317281080917,0.111796061689028,"Sports",0,0,1,6270
"Tennis Courts",4240305,51.501703957804,-0.149714428775262,"Sports",0,0,1,6271
"Tennis Court",4240305,51.6557736237574,-0.177492873283204,"Sports",0,0,1,6272
"Tennis Court",4240305,51.634787962485,-0.112194078527571,"Sports",0,0,1,6273
"Tennis Courts",4240305,51.3473924696676,-0.113747328218469,"Sports",0,0,1,6274
"Tennis Court",4240305,51.4674175855198,-0.202457707390022,"Sports",0,0,1,6275
"Tennis Court",4240305,51.5259010851489,-0.188204640119251,"Sports",0,0,1,6276
"Tennis Court",4240305,51.4203310247644,-0.11757777210785,"Sports",0,0,1,6277
"Tennis Court",4240305,51.332529429706,-0.0977482805219332,"Sports",0,0,1,6278
"Tennis Court",4240305,51.6415267052774,0.256481547930924,"Sports",0,0,1,6279
"Tennis Courts",4240305,51.6007197628429,-0.37637815176703,"Sports",0,0,1,6280
"Tennis Courts",4240305,51.3323069893836,-0.0973411843858496,"Sports",0,0,1,6281
"Tennis Court",4240305,51.5965082029746,-0.510396334751869,"Sports",0,0,1,6282
"Tennis Court",4240305,51.2949255615343,-0.219816993178158,"Sports",0,0,1,6283
"Tennis Court",4240305,51.5496456804925,0.196816246679118,"Sports",0,0,1,6284
"Tennis Court",4240305,51.5812319688845,-0.205807472385998,"Sports",0,0,1,6285
"Tennis Courts",4240305,51.6162868738711,-0.0721265470972607,"Sports",0,0,1,6286
"Tennis Courts",4240305,51.6442178805134,-0.073254531768928,"Sports",0,0,1,6287
"Tennis Courts",4240305,51.6045296023646,-0.102777513350121,"Sports",0,0,1,6288
"Tennis Courts",4240305,51.6506496097473,-0.0865846369927639,"Sports",0,0,1,6289
"Tennis Courts",4240305,51.61620558961,-0.0584652184551822,"Sports",0,0,1,6290
"Tennis Court",4240305,51.5143193169256,-0.220544137317982,"Sports",0,0,1,6291
"Tennis Court",4240305,51.6296895962056,-0.192785046313784,"Sports",0,0,1,6292
"Tennis Court",4240305,51.5854436410742,-0.526433784841387,"Sports",0,0,1,6293
"Tennis Courts",4240305,51.6333063151807,-0.393970516256138,"Sports",0,0,1,6294
"Tennis Courts",4240305,51.6214634428489,-0.507051359071879,"Sports",0,0,1,6295
"Tennis Courts",4240305,51.4779343518876,-0.247910652884808,"Sports",0,0,1,6296
"Tennis Courts",4240305,51.5051939784501,-0.210625778472646,"Sports",0,0,1,6297
"Tennis Courts",4240305,51.6005990179528,-0.152325174902598,"Sports",0,0,1,6298
"Tennis Courts",4240305,51.4552339559274,-0.0877288703802278,"Sports",0,0,1,6299
"Tennis Court",4240305,51.3315658978866,-0.44089523813505,"Sports",0,0,1,6300
"Tennis Court",4240305,51.3358114425839,-0.381964058327367,"Sports",0,0,1,6301
"Tennis Courts",4240305,51.5681044609207,0.0688900433685734,"Sports",0,0,1,6302
"Tennis Courts",4240305,51.6154478994618,0.0005809526923115,"Sports",0,0,1,6303
"Tennis Courts",4240305,51.5782645439773,0.0350442581589904,"Sports",0,0,1,6304
"Tennis Courts",4240305,51.5850983351713,-0.0004926921031368,"Sports",0,0,1,6305
"Tennis Courts",4240305,51.6131736494041,-0.0148296329553439,"Sports",0,0,1,6306
"Tennis Courts",4240305,51.6113174208594,-0.0050602584143546,"Sports",0,0,1,6307
"Tennis Courts",4240305,51.5842273776864,0.0571795079647977,"Sports",0,0,1,6308
"Tennis Courts",4240305,51.515768525069,-0.116960649027889,"Sports",0,0,1,6309
"Tennis Court",4240305,51.4967866857191,-0.388026113523548,"Sports",0,0,1,6310
"Tennis Court",4240305,51.4284170910147,-0.0668534025130634,"Sports",0,0,1,6311
"Tennis Court",4240305,51.6482680464078,-0.548622993580459,"Sports",0,0,1,6312
"Tennis Court",4240305,51.6098336492855,-0.196231136037551,"Sports",0,0,1,6313
"Tennis Court",4240305,51.6602038661149,-0.363524987778207,"Sports",0,0,1,6314
"Tennis Court",4240305,51.6125578580521,-0.363101455028825,"Sports",0,0,1,6315
"Tennis Court",4240305,51.4003184825825,-0.346825047776394,"Sports",0,0,1,6316
"Tennis Court",4240305,51.4697560556126,0.0506724062208421,"Sports",0,0,1,6317
"Tennis Courts",4240305,51.5534486964716,0.192542040053957,"Sports",0,0,1,6318
"Tennis Court",4240305,51.5677808710154,-0.191258570356528,"Sports",0,0,1,6319
"Tennis Court",4240305,51.5853754216237,-0.50892726687622,"Sports",0,0,1,6320
"Tennis Court",4240305,51.4896911567477,-0.403098257516626,"Sports",0,0,1,6321
"Tennis Court",4240305,51.5516796918339,-0.514399503451452,"Sports",0,0,1,6322
"Tennis Court",4240305,51.5110197206554,-0.255302722706922,"Sports",0,0,1,6323
"Tennis Court",4240305,51.5591522485458,-0.203228649881867,"Sports",0,0,1,6324
"Tennis Court",4240305,51.5866379294811,-0.149730310871116,"Sports",0,0,1,6325
"Tennis Court",4240305,51.5740959179917,-0.194918749887333,"Sports",0,0,1,6326
"Tennis Court",4240305,51.5585738894418,-0.193672404480578,"Sports",0,0,1,6327
"Tennis Court",4240305,51.5528224855273,-0.195083049037595,"Sports",0,0,1,6328
"Tennis Court",4240305,51.3600575876245,0.0416031828314986,"Sports",0,0,1,6329
"Tennis Court",4240305,51.2988959235533,0.127986120685917,"Sports",0,0,1,6330
"Tennis Court",4240305,51.6528603907023,0.223345003321901,"Sports",0,0,1,6331
"Tennis Court",4240305,51.3462217160234,-0.455690323214646,"Sports",0,0,1,6332
"Tennis Court",4240305,51.4552607388043,0.171452502775586,"Sports",0,0,1,6333
"Tennis Court",4240305,51.300979125859,-0.50265359410634,"Sports",0,0,1,6334
"Tennis Court",4240305,51.4259852931219,-0.211031701187111,"Sports",0,0,1,6335
"Tennis Court",4240305,51.3125432300356,-0.556356334622882,"Sports",0,0,1,6336
"Tennis Court",4240305,51.3423193112726,-0.444837749465639,"Sports",0,0,1,6337
"Tennis Court",4240305,51.5325928609098,-0.536849001171448,"Sports",0,0,1,6338
"Tennis Court",4240305,51.6176347988531,-0.313922199693265,"Sports",0,0,1,6339
"Tennis Courts",4240305,51.6377264762299,-0.0870708383938554,"Sports",0,0,1,6340
"Tennis Courts",4240305,51.5686301063931,0.068149120739037,"Sports",0,0,1,6341
"Tennis Courts",4240305,51.6181067233519,0.110138045204375,"Sports",0,0,1,6342
"Tennis Courts",4240305,51.6253769102356,0.0842377524996111,"Sports",0,0,1,6343
"Tennis Courts",4240305,51.3308324379507,-0.365330385692296,"Sports",0,0,1,6344
"Tennis Court",4240305,51.5506830896841,-0.0994654167758427,"Sports",0,0,1,6345
"Tennis Court",4240305,51.510736528257,-0.0162740611993132,"Sports",0,0,1,6346
"Tennis Court",4240305,51.3564038730223,-0.374143673965094,"Sports",0,0,1,6347
"Tennis Court",4240305,51.6061845309662,-0.338289813219142,"Sports",0,0,1,6348
"Sports Facility",4240302,51.6124096114394,-0.421283211498039,"Sports",0,0,1,6349
"Tennis Court",4240305,51.660844944465,-0.506798490822791,"Sports",0,0,1,6350
"Tennis Court",4240305,51.5285782324718,-0.46406013543504,"Sports",0,0,1,6351
"Tennis Court",4240305,51.5637909253176,-0.310273318853846,"Sports",0,0,1,6352
"Tennis Court",4240305,51.5520335123305,-0.545514226213203,"Sports",0,0,1,6353
"Sports Court",4240293,51.582625399436,-0.224704238485851,"Sports",0,0,1,6354
"Tennis Court",4240305,51.553973239031,-0.46828234010052,"Sports",0,0,1,6355
"Tennis Court",4240305,51.4048376204922,-0.223632483533822,"Sports",0,0,1,6356
"Tennis Courts",4240305,51.589299324625,-0.351190798559722,"Sports",0,0,1,6357
"Tennis Court",4240305,51.4835835106406,0.144855513699283,"Sports",0,0,1,6358
"Lawn Tennis Club",4240305,51.3639026695772,-0.361811803870983,"Sports",0,0,1,6359
"Tennis Court",4240305,51.51562398873,-0.295063975909854,"Sports",0,0,1,6360
"Tennis Court",4240305,51.5755538038159,-0.189737754695755,"Sports",0,0,1,6361
"Tennis Court",4240305,51.619519945514,-0.167880351882872,"Sports",0,0,1,6362
"Tennis Court",4240305,51.5803449854529,-0.191957706175953,"Sports",0,0,1,6363
"Tennis Court",4240305,51.4428711860483,-0.0692074146540083,"Sports",0,0,1,6364
"Tennis Court",4240305,51.4148718838611,-0.0219945693358168,"Sports",0,0,1,6365
"Tennis Courts",4240305,51.3013137430357,-0.165272429971354,"Sports",0,0,1,6366
"Tennis Court",4240305,51.6192371254239,-0.117606582006207,"Sports",0,0,1,6367
"Tennis Court",4240305,51.372122247618,0.0247258806089609,"Sports",0,0,1,6368
"Tennis Court",4240305,51.6235045620288,0.261178444289325,"Sports",0,0,1,6369
"Tennis Court",4240305,51.6595548197429,0.183852228449079,"Sports",0,0,1,6370
"Tennis Court",4240305,51.4280108264408,-0.263803132622987,"Sports",0,0,1,6371
"Tennis Court",4240305,51.4924901307446,-0.143677084248099,"Sports",0,0,1,6372
"Tennis Courts",4240305,51.3756352831102,-0.142804174646239,"Sports",0,0,1,6373
"Tennis Courts",4240305,51.372403840602,-0.178696150485778,"Sports",0,0,1,6374
"Tennis Courts",4240305,51.5590047099191,-0.317620534248732,"Sports",0,0,1,6375
"Tennis Courts",4240305,51.5283033439655,-0.317498204788317,"Sports",0,0,1,6376
"Tennis Courts",4240305,51.3385391994897,-0.229843236502348,"Sports",0,0,1,6377
"Tennis Courts",4240305,51.3391105664338,-0.271715325162426,"Sports",0,0,1,6378
"Tennis Courts",4240305,51.313118553631,-0.30408765549161,"Sports",0,0,1,6379
"Tennis Courts",4240305,51.4438150907805,-0.135851894482241,"Sports",0,0,1,6380
"Tennis Courts",4240305,51.413005120699,-0.144842122051823,"Sports",0,0,1,6381
"Tennis Court",4240305,51.3557141210945,-0.313272495395228,"Sports",0,0,1,6382
"Tennis Court",4240305,51.4507516087349,-0.324912859099707,"Sports",0,0,1,6383
"Tennis Court",4240305,51.3739228854784,-0.306338972272569,"Sports",0,0,1,6384
"Tennis Court",4240305,51.6361289364087,-0.425777548905883,"Sports",0,0,1,6385
"Tennis Court",4240305,51.5631740012657,-0.336958214885727,"Sports",0,0,1,6386
"Tennis Court",4240305,51.3124705938037,-0.297855502441274,"Sports",0,0,1,6387
"Tennis Court",4240305,51.6441712681276,-0.0726060927778144,"Sports",0,0,1,6388
"Tennis Court",4240305,51.6624440201771,0.0282874523624323,"Sports",0,0,1,6389
"Tennis Courts",4240305,51.3484446872515,-0.255927144451371,"Sports",0,0,1,6390
"Tennis Court",4240305,51.6293421332013,-0.22899283456957,"Sports",0,0,1,6391
"Tennis Court",4240305,51.5316090020521,-0.163193875208186,"Sports",0,0,1,6392
"Tennis Court",4240305,51.4150047464221,-0.0213416746668398,"Sports",0,0,1,6393
"Tennis Court",4240305,51.5672538182483,-0.174065640691297,"Sports",0,0,1,6394
"Tennis Court",4240305,51.3604602668498,-0.305040117770515,"Sports",0,0,1,6395
"Tennis Courts",4240305,51.432307675296,-0.133788314567513,"Sports",0,0,1,6396
"Tennis Courts",4240305,51.4473547781864,-0.177960408070789,"Sports",0,0,1,6397
"Tennis Courts",4240305,51.5351071414501,-0.300420784704209,"Sports",0,0,1,6398
"Tennis Courts",4240305,51.4552681333536,-0.305676213704784,"Sports",0,0,1,6399
"Tennis Courts",4240305,51.3619147990924,-0.274089036873571,"Sports",0,0,1,6400
"Tennis Courts",4240305,51.3530106040395,-0.31724934973114,"Sports",0,0,1,6401
"Tennis Courts",4240305,51.3487166635743,-0.256074779627386,"Sports",0,0,1,6402
"Tennis Courts",4240305,51.4052737787162,-0.247224056817798,"Sports",0,0,1,6403
"Tennis Courts",4240305,51.4154752498539,-0.231920722175328,"Sports",0,0,1,6404
"Tennis Courts",4240305,51.4545333853532,-0.21613382296431,"Sports",0,0,1,6405
"Tennis Court",4240305,51.6213328902104,-0.467604464010042,"Sports",0,0,1,6406
"Tennis Court",4240305,51.6618589795802,-0.510177376636017,"Sports",0,0,1,6407
"Tennis Court",4240305,51.4893865454016,-0.403180920136864,"Sports",0,0,1,6408
"Tennis Court",4240305,51.5524263536057,-0.513004920181009,"Sports",0,0,1,6409
"Tennis Courts",4240305,51.422250736216,-0.367335039044769,"Sports",0,0,1,6410
"Tennis Courts",4240305,51.5940857566143,-0.552516048070008,"Sports",0,0,1,6411
"Tennis Courts",4240305,51.5776820919586,-0.357008828761641,"Sports",0,0,1,6412
"Tennis Court",4240305,51.4922745466771,-0.134624832772853,"Sports",0,0,1,6413
"Tennis Court",4240305,51.6344153132425,0.137701522022601,"Sports",0,0,1,6414
"Tennis Court",4240305,51.3200311708218,-0.248308228787086,"Sports",0,0,1,6415
"Tennis Courts",4240305,51.6534987435664,-0.249013077948332,"Sports",0,0,1,6416
"Tennis Courts",4240305,51.6259852476932,-0.314320580066807,"Sports",0,0,1,6417
"Tennis Courts",4240305,51.5835517059528,-0.328824176093395,"Sports",0,0,1,6418
"Tennis Courts",4240305,51.6147375044882,-0.41980140731992,"Sports",0,0,1,6419
"Tennis Courts",4240305,51.3409826454556,-0.0845048423045135,"Sports",0,0,1,6420
"Tennis Courts",4240305,51.4390306929812,0.14446537663034,"Sports",0,0,1,6421
"Tennis Court",4240305,51.3991000909641,-0.303727226407967,"Sports",0,0,1,6422
"Tennis Courts",4240305,51.5598257815263,-0.239355213710427,"Sports",0,0,1,6423
"Tennis Courts",4240305,51.5103563760766,-0.255443351289818,"Sports",0,0,1,6424
"Tennis Courts",4240305,51.4834018884786,-0.340653877633748,"Sports",0,0,1,6425
"Tennis Courts",4240305,51.4668040248096,-0.204670205467679,"Sports",0,0,1,6426
"Tennis Courts",4240305,51.4882311798977,-0.158729528874017,"Sports",0,0,1,6427
"Tennis Courts",4240305,51.3904408338523,-0.508732638319515,"Sports",0,0,1,6428
"Tennis Courts",4240305,51.3897034047423,-0.436289878984595,"Sports",0,0,1,6429
"Tennis Courts",4240305,51.4158826972603,-0.279233442232436,"Sports",0,0,1,6430
"Tennis Courts",4240305,51.3933368898859,-0.289566358114497,"Sports",0,0,1,6431
"Tennis Courts",4240305,51.5153314654548,-0.329102560868691,"Sports",0,0,1,6432
"Tennis Courts",4240305,51.4947847169394,-0.375232356003341,"Sports",0,0,1,6433
